product_name,users,orders,total_items,reorder_rate
Organic Chile Lemon Pistachio,23,55,55,0.5818181818181818
Greek and Chia Nonfat Red Berries Organic Yogurt,37,55,55,0.32727272727272727
Organic Frozen Blueberries Wild,45,55,55,0.18181818181818182
Organic Cotton Ultra Pads Regular,47,55,55,0.14545454545454545
Organic Butternut Squash Bisque,46,55,55,0.16363636363636364
Organic Himalayan Raw White Honey,49,55,55,0.10909090909090909
Organic Roasted Sweet Potato Slices,44,55,55,0.2
Organic Strawberry Whole Milk Greek Yogurt,32,54,54,0.4074074074074074
Organic Peach,36,54,54,0.3333333333333333
Organic One Ingredient Peanut Butter,39,54,54,0.2777777777777778
Organic Superfoods Carrot Rice Cakes,35,54,54,0.35185185185185186
Organic Multigrain Snack Crackers,40,54,54,0.25925925925925924
Organic Spaghetti No. 12,35,54,54,0.35185185185185186
Organic Star Pasta & Chicken Soup,39,54,54,0.2777777777777778
100% Organic Whole Peeled Tomatoes,39,54,54,0.2777777777777778
Organic Chicken Meatballs,28,54,54,0.48148148148148145
Organic Lemon Thyme,44,54,54,0.18518518518518517
Organic Creamy Pumpkin Soup,45,54,54,0.16666666666666666
Organic Soup Chicken Rice,43,54,54,0.2037037037037037
Original Organic Ville BBQ Sauce,40,54,54,0.25925925925925924
Organic Original Plain Soymilk,30,54,54,0.4444444444444444
Organic Spearmint Tea,29,54,54,0.46296296296296297
"Sea Salt & Almonds Organic Milk Chocolate, 43% Cocoa",29,54,54,0.46296296296296297
Organic Fusilli No. 34,36,54,54,0.3333333333333333
Organic Grass fed Creamline Yogurt Vanilla,36,54,54,0.3333333333333333
Organic Caraway Seeds,54,54,54,0.0
Organic Corn,30,54,54,0.4444444444444444
Organic Capellini Whole Wheat Pasta,36,54,54,0.3333333333333333
Erewhon Organic 100% Whole Grain Honey Rice Twice Cereal,28,54,54,0.48148148148148145
Organic Vanilla Ice Cream,26,54,54,0.5185185185185185
Organic Strawberry Yogurt,33,53,53,0.37735849056603776
Organic Grass Fed Ghee,47,53,53,0.11320754716981132
Organic Grade A Dark Amber Maple Syrup,37,53,53,0.3018867924528302
Organic Saffron,50,53,53,0.05660377358490566
"Organic 2nd Foods Pouch - Pears, Carrots, & Peas",18,53,53,0.660377358490566
Organic Coriander Seeds,52,53,53,0.018867924528301886
Organic Roast Turkey Gravy,47,53,53,0.11320754716981132
Organic Italian Seasoning,50,53,53,0.05660377358490566
Sparkling Apple-Grape Organic 100% Juice,40,53,53,0.24528301886792453
Naturally Nutritious Organic Savory Herb Stuffing,51,53,53,0.03773584905660377
Organic Vegetable Tray with Creamy Ranch Dip,24,53,53,0.5471698113207547
Organic Green Goddess Dressing,47,53,53,0.11320754716981132
Organic Mocha Difference Ice Cream,16,53,53,0.6981132075471698
Organic Nonfat Yogurt Plain,29,53,53,0.4528301886792453
Organic Hemp Plus Granola,33,53,53,0.37735849056603776
Organic Brown Rice Pasta Rotini,38,53,53,0.2830188679245283
Organic Gluten Free Apricot Raisin Sprouted Flax Bar,34,52,52,0.34615384615384615
Organic Strawberry Hibiscus Kombucha,31,52,52,0.40384615384615385
Organic Pink Ruby Grapefruit,33,52,52,0.36538461538461536
Organic Baked Beans With Pork,46,52,52,0.11538461538461539
Organic Rosemary Olive Oil Stoneground Wheat Crackers,38,52,52,0.2692307692307692
Organic Chicken Nuggets,42,52,52,0.19230769230769232
Organic Teriyaki Seaweed,30,51,51,0.4117647058823529
Organic Banana Baby Breakfast (from 6 Months),14,51,51,0.7254901960784313
Organic Sunflower Kernels,36,51,51,0.29411764705882354
Chili & Lime All Natural Cantina Chips Organic,32,51,51,0.37254901960784315
Organic Original Panko,45,51,51,0.11764705882352941
"Raspberries, Red, Organic",28,51,51,0.45098039215686275
Organic French Vanilla Yogurt,28,51,51,0.45098039215686275
Organic White Sesame Seeds,49,51,51,0.0392156862745098
Organic Sweet Kale Blend,21,51,51,0.5882352941176471
Organic Sprouts Clover,24,51,51,0.5294117647058824
Organic Fresh Blends Mango 100% Juice Blend,25,51,51,0.5098039215686274
Organic Chunky Tomato & Herb Pasta Sauce,40,51,51,0.21568627450980393
Organic Whole Black Peppercorns,48,51,51,0.058823529411764705
Organic Sandwich Crackers Peanut Butter,38,51,51,0.2549019607843137
TofuPlus Organic Extra Firm Tofu,34,51,51,0.3333333333333333
"Carrot, Apple & Mango Organic",39,51,51,0.23529411764705882
Organic Nuts & Chocolate Beverage,16,51,51,0.6862745098039216
Organic Pinto Beans Can,28,51,51,0.45098039215686275
Organic Tapioca Starch,48,51,51,0.058823529411764705
Stage 1 Organic Green Bean Baby Food,34,51,51,0.3333333333333333
Organic Energy Drink,20,51,51,0.6078431372549019
Unbleached White All Purpose Organic Flour,37,50,50,0.26
Organic Large Grade AA Eggs,25,50,50,0.5
Organic Crushed Tomatoes,35,50,50,0.3
Organic Greens & Apple Juice,20,50,50,0.6
Organic Ground Chia Seed,44,50,50,0.12
Organic Sea Salt Dark Chocolate,21,50,50,0.58
Organic Peanut Butter Fruit & Nut Bar,28,50,50,0.44
Organic Red Wine Vinegar,40,50,50,0.2
Organic Lemon Juice,30,50,50,0.4
Organic Beets Veggie Chips,41,50,50,0.18
Organic Oven Crinkles with Sea Salt & Pepper,37,50,50,0.26
Organic Teas Premium Japanese Green - 16 CT,33,50,50,0.34
Organic Passion Terere Yerba Mate,22,50,50,0.56
Organic Fresh Mozzarella,30,50,50,0.4
Organic Double Dark Chocolate Nutrition Bar,28,50,50,0.44
Organic Red Wine & Olive Oil Dressing Organic,36,50,50,0.28
Organic Professor Fizz Zero Calorie Soda,17,49,49,0.6530612244897959
Organic Dried Pineapple Rings,24,49,49,0.5102040816326531
Organic Stage 2 Pear Apricot Barley Baby Food,37,49,49,0.24489795918367346
Organic Black Chia Seed Superfood,47,49,49,0.04081632653061224
Organic Dark Chocolate Pomegranate Trail Mix Bar,42,49,49,0.14285714285714285
Organic Up Beat Coffee Brew,27,49,49,0.4489795918367347
"Yellow Corn Grits, Organic",40,49,49,0.1836734693877551
Organic Sparkling Lemonade Beverage,30,49,49,0.3877551020408163
Organic Chocolate Frosting,49,49,49,0.0
Organic Vanilla RAW Protein,40,49,49,0.1836734693877551
Organic Noon Greens Juice,29,49,49,0.40816326530612246
Organic Lemon Pie Sprouted Cookies,33,49,49,0.32653061224489793
Organic Promise Sprouted Grains Cereal,22,49,49,0.5510204081632653
Organic Ashwagandha True Chai Elixir,32,49,49,0.3469387755102041
Organic Roots Veggie Chips,38,49,49,0.22448979591836735
Plain Organic Coconut Milk Yogurt,28,49,49,0.42857142857142855
Organic Microwaveable Pouches Jasmine Rice Thai,27,49,49,0.4489795918367347
Organic Just Greens Juice Blend,17,48,48,0.6458333333333334
Organic French Roast Coffee,24,48,48,0.5
Organic & Raw Grape Kombucha,13,48,48,0.7291666666666666
Organic Summer Corn & Vegetable Soup,24,48,48,0.5
Organic French Dressing Organic,43,48,48,0.10416666666666667
Organic Chocolate O's Cereal,39,48,48,0.1875
Organic Whole Wheat Stoneground Flakes Cereal,38,48,48,0.20833333333333334
Organic Greek Olive Mix,27,48,48,0.4375
Caramel Corn Organic Rice Cakes,37,48,48,0.22916666666666666
Organic Icelandic Key Lime Yogurt,19,48,48,0.6041666666666666
Organic Gluten Free Linguine,36,48,48,0.25
Seeded Honey Wheat Organic Bread,25,48,48,0.4791666666666667
Organic Instant Oatmeal Light Maple Brown Sugar,28,48,48,0.4166666666666667
Organic Pearl Heirloom Quinoa,32,48,48,0.3333333333333333
Organic Quinoa Cacao Sprouted Oat Granola,35,48,48,0.2708333333333333
Go Pumpkins Organic Raw Pumpkin Seeds,39,48,48,0.1875
Organic Brown Basmati Rice,35,48,48,0.2708333333333333
Organic Clementines,44,48,48,0.08333333333333333
Organic Bittersweet Chocolate,28,47,47,0.40425531914893614
Organic 100% Whole Wheat Penne Rigate,40,47,47,0.14893617021276595
Organic Cream on Top Peach Yogurt,25,47,47,0.46808510638297873
Organic Green Cardamom,46,47,47,0.02127659574468085
Organic Refined Safflower Oil,40,47,47,0.14893617021276595
Organic Shoyu Soy Sauce,43,47,47,0.0851063829787234
Organic Echinacea Plus Elderberry Tea,35,47,47,0.2553191489361702
Organic Maple Cinnamon Waffles,33,47,47,0.2978723404255319
Trapper Creek Organic Decaf Blend Whole Bean Coffee,26,47,47,0.44680851063829785
Organic Extra Virgin Pure Coconut Oil,42,47,47,0.10638297872340426
Organic Zero Sulfites Red Wine,14,47,47,0.7021276595744681
Organic Old Fashioned White Bread,29,47,47,0.3829787234042553
"Homestyle Meals Pumpkin, White Beans & Kale Organic Baby Food",28,47,47,0.40425531914893614
Organic Chicory Cold Brew Coffee,25,47,47,0.46808510638297873
Organic Half Spring Mix & Half Baby Spinach,29,47,47,0.3829787234042553
Organic Southwest Powermeal Bowl,28,47,47,0.40425531914893614
Organic Rainier Cherries,45,47,47,0.0425531914893617
Organic Feta Cheese Crumbles,36,47,47,0.23404255319148937
Organic Baby Red Potatoes,32,46,46,0.30434782608695654
Organic Sun Dried Dates,36,46,46,0.21739130434782608
Organic Italian Balsamic Vinegar,43,46,46,0.06521739130434782
Kombucha Organic & Raw Tantric Tumeric,25,46,46,0.45652173913043476
Organic Kiwi Bag,34,46,46,0.2608695652173913
Organic Broth Ramen,38,46,46,0.17391304347826086
Organic Pancake & Waffle Mix,35,46,46,0.2391304347826087
Organic Petite Whole Green Beans,31,46,46,0.32608695652173914
Almonds & Sea Salt Organic Extra-Dark Chocolate Bar 72% Cocoa,29,46,46,0.3695652173913043
Organic Sugar Cookies,27,46,46,0.41304347826086957
Organic Unsweetened Soy Milk H,25,46,46,0.45652173913043476
Organic Juice Drink,26,45,45,0.4222222222222222
Organic Wild Blend Rice,22,45,45,0.5111111111111111
Organic Sweet Potato (Yam),33,45,45,0.26666666666666666
Organic Ginger Lemonade,33,45,45,0.26666666666666666
Healthy Kids Organic Vanilla Nutritional Shake,25,45,45,0.4444444444444444
Organic Shredded Coconut,35,45,45,0.2222222222222222
"Grapes, Certified Organic, California, Black Seedless",33,45,45,0.26666666666666666
Organic Diabetic Lifestyle Bread,14,45,45,0.6888888888888889
Organic Asian Blend Mixed Vegetables,38,45,45,0.15555555555555556
Organic Pearfecto Level 1 Baby Food,28,45,45,0.37777777777777777
No Salt Added Organic Mixed Vegetables,18,45,45,0.6
Organic Whole Grain Red Beans & Rice Rice & Seasoning Mix,36,45,45,0.2
Organic Fennel Tea,28,45,45,0.37777777777777777
Organic Coconut Bliss Cherry Amaretto Frozen Dessert,26,45,45,0.4222222222222222
Organic Cinnamon Flax Sprouted Oat Granola,27,45,45,0.4
Organic Garlic & Herbs Fresh Goat Cheese,29,45,45,0.35555555555555557
"Organic Fuel, High Protein Milk Shake, Vanilla",25,45,45,0.4444444444444444
Carrot Juice Organic Pure Originals,23,45,45,0.4888888888888889
Happy Baby Stage 1 Sweet Potato Organic Baby Food,29,45,45,0.35555555555555557
Organico Bello Spicy Marinara Pasta Sauce,40,45,45,0.1111111111111111
Organic Whole Mushrooms,36,45,45,0.2
Organic Stevia Powdered Sweetener Packets,37,45,45,0.17777777777777778
Organic Protein Shake French Vanilla,14,45,45,0.6888888888888889
Organic Gluten Free Sprouted Corn Flakes,32,45,45,0.28888888888888886
Organic Matcha Tea Bags,32,45,45,0.28888888888888886
Organic Maple Stroopwafels Cookies,31,44,44,0.29545454545454547
Organic Oat Bran Flakes,20,44,44,0.5454545454545454
Organic Harissa Seasoning,43,44,44,0.022727272727272728
"Organic Echinacea Plus, Caffeine Free Herbal Tea",37,44,44,0.1590909090909091
Organic Quick Cooking Steel Cut Oats,36,44,44,0.18181818181818182
Organic Trail Mix Pumpkin N Spice Flax Plus Chewy Granola Bars,28,44,44,0.36363636363636365
Organic Bunny Pasta & Chicken Broth Soup,36,44,44,0.18181818181818182
Organic Orange Juice Concentrate,31,44,44,0.29545454545454547
"2nd Foods Organic Apples, Carrots & Squash Baby Food",19,44,44,0.5681818181818182
Organic Jammy Sammy Blueberry & Oatmeal Sandwich Bars,26,44,44,0.4090909090909091
Organic Soy Milk Original,19,44,44,0.5681818181818182
Bolt Organic Berry Blast Organic Energy Chews,16,44,44,0.6363636363636364
Organic Raw Maple Water,29,44,44,0.3409090909090909
Organic Canned Red Kidney Beans,31,44,44,0.29545454545454547
Organic Dark Milk Chocolate Velvet Truffles,28,44,44,0.36363636363636365
Organic Thai Curry Tofu Nuggets,22,44,44,0.5
Organic Thai Hom Mali Jasmine Brown Rice,29,44,44,0.3409090909090909
"Fruit Spread, Organic, Fig",41,43,43,0.046511627906976744
Organic Honest Fizz Root Beer,29,43,43,0.32558139534883723
Organic Italian Bread Crumbs,40,43,43,0.06976744186046512
Organic Bosc Pears,39,43,43,0.09302325581395349
Organic Rainbow Chard Bunch,26,43,43,0.3953488372093023
Organic Brown Rice Cereal,34,43,43,0.20930232558139536
Organic Balsamic Vinegar of Modena,38,43,43,0.11627906976744186
Hand Soap Organic Lemongrass,27,43,43,0.37209302325581395
Organic Hearts Of Romaine,25,43,43,0.4186046511627907
Organic Decaf Black Tea,37,43,43,0.13953488372093023
Organic Crunchy No Salt Added Peanut Butter,23,43,43,0.46511627906976744
Organic Ground Beef Patties,35,43,43,0.18604651162790697
Organic Garlic Bulbs,31,43,43,0.27906976744186046
Organic Maitake Mushrooms,26,43,43,0.3953488372093023
Organic Applesauce Cups,28,43,43,0.3488372093023256
Organic Vitality Snack Wild Raspberry,25,43,43,0.4186046511627907
Organic Quinoa Brown Red Rice With Flaxseed,34,43,43,0.20930232558139536
Deliciously Organic Mmm...Chocolate Chip Cookie Mix,29,43,43,0.32558139534883723
Organic Strawberry Greek Yogurt,24,43,43,0.4418604651162791
Organic Hemp Hearts,37,43,43,0.13953488372093023
Organic Pasture Raised Large Eggs,27,43,43,0.37209302325581395
Organic Oat Cakes,20,43,43,0.5348837209302325
Organic Sliced Portobello Mushrooms,27,42,42,0.35714285714285715
Organic Strawberry Energy Chews,23,42,42,0.4523809523809524
Organic Blue Corn Tortilla Dippers,24,42,42,0.42857142857142855
Organic Alfredo Shells & Cheddar Macaroni & Cheese,35,42,42,0.16666666666666666
Organic Poppy Seed,42,42,42,0.0
Walnuts Halves & Pieces Organic,29,42,42,0.30952380952380953
"Organic Turkey, Carrot & Potato Formula Adult Dog Food",17,42,42,0.5952380952380952
"Pet Food Supplement for Dogs and Cats, Organic Pumpkin",21,42,42,0.5
Organic Wild Blueberry Fruit Spread,33,42,42,0.21428571428571427
Lemon Organic Everyday Detox Tea,35,42,42,0.16666666666666666
Organic Spinach Fettuccine,30,42,42,0.2857142857142857
2nd Foods Organic Banana and Squash Baby Food,19,42,42,0.5476190476190477
"Fruity Bears, Organic",31,42,42,0.2619047619047619
Original Organic Crunchy Seven Nut & Seed Butter,35,42,42,0.16666666666666666
Organic Peach Kefir,31,42,42,0.2619047619047619
Organic 2nd Foods Veggies Sweet Potato Squash & Pumpkin Baby Food,21,42,42,0.5
Organic Packham Or Anjou Pears,36,41,41,0.12195121951219512
Organic 70% Dark Chocolate With Ginger Bar,23,41,41,0.43902439024390244
Organic Pure Fruit Pomegranate Juice Blend,27,41,41,0.34146341463414637
Organic Sliced Jalapeños,33,41,41,0.1951219512195122
Sweet Dreams Whole Grain Enrobed in Dark Chocolate Organic Rice Cakes,28,41,41,0.3170731707317073
Organic Portabello Mushroom Caps,33,41,41,0.1951219512195122
Organic Bunashimeji Mushrooms,19,41,41,0.5365853658536586
Organic Morning Harvest Apples + Walnuts Macrobar,28,41,41,0.3170731707317073
Organic Honey Hemp Sprouted Oat Granola,23,41,41,0.43902439024390244
Organic Round Udon Asian Pasta,29,41,41,0.2926829268292683
Organic Olive Oil & Balsamic Vinaigrette,33,41,41,0.1951219512195122
Organic Black Bean Rotini Pasta,32,41,41,0.21951219512195122
Organic Horseradish Leek Kraut,32,41,41,0.21951219512195122
Organic Hibiscus Herbal Tea Bags,23,41,41,0.43902439024390244
Organic Sweet Grape Tomatoes,31,41,41,0.24390243902439024
Organic & Natural Cotton Panty Liners,28,41,41,0.3170731707317073
Organic Harmony Vegetable and Fruit Juice,16,41,41,0.6097560975609756
Organic Maple Agave Pancake Syrup,33,41,41,0.1951219512195122
Organic Mac Pasta Shells & White Cheddar Cheese Macaroni & Cheese,21,41,41,0.4878048780487805
Unsalted Organic Microwave Pop's Corn,20,41,41,0.5121951219512195
Organic Cooked Vanilla Pudding & Pie Filling Mix,41,41,41,0.0
Organic White Cheddar Shells & Cheese,31,41,41,0.24390243902439024
Organic Ground Turmeric,37,41,41,0.0975609756097561
Organic Cheddar Snack Mix Bunnies,18,40,40,0.55
Organic Creamy Sweet Pea Soup,30,40,40,0.25
Organic Superfood Coconut Flour Gluten-Free,37,40,40,0.075
Organic Bananas Beet & Blueberry Baby Food,22,40,40,0.45
Organic Premium Concord Grape Spread,34,40,40,0.15
Organic Red Heirloom Quinoa,29,40,40,0.275
Organic Edensoy Extra Vanilla Soy Milk,10,40,40,0.75
Organic Yogurt Baby Food,13,40,40,0.675
Organic Sesame Oil,36,40,40,0.1
Organic Cranberry Concentrate,35,40,40,0.125
Organic Whole Peeled Tomatoes with Basil,32,40,40,0.2
"2nd Foods Organic Fruit & Veggies - Apples, Zucchini, Spinach & Strawberries",20,40,40,0.5
"Organic Honeybush Tea, Caffeine Free",24,40,40,0.4
Organic Medium Yellow Thai Curry,33,40,40,0.175
2nd Food Organic Pear Peach & Strawberries,22,40,40,0.45
Organic Iced Cafe Mocha Nutritional Shake,18,40,40,0.55
Organic Sugar Cones,34,40,40,0.15
"Veg and Fruit Puree, 100%, Organic, Sweet Potato, Corn and Apple",28,40,40,0.3
Organic Elevate Juice Blend,22,40,40,0.45
Organic Carrot Cake Sprouted Cookies,34,39,39,0.1282051282051282
Organic Ghee,23,39,39,0.41025641025641024
Organic Dark Chocolate Protein Elixir,12,39,39,0.6923076923076923
Organic Peanut Butter Chocolate Chip Granola,31,39,39,0.20512820512820512
Organic Red Quinoa,33,39,39,0.15384615384615385
"Organic Plain Natural Lowfat Yogurt, 1.5% Milkfat",18,39,39,0.5384615384615384
Organic Nighty Night Valerian Herbal Tea,31,39,39,0.20512820512820512
"Organic Spelt Mini Pretzels, Low Sodium",18,39,39,0.5384615384615384
Organic Canned Great Northern Beans,23,39,39,0.41025641025641024
Organic White Potato,31,39,39,0.20512820512820512
Organic Soymilk Plain,15,39,39,0.6153846153846154
Organic Sweet Potato And Buckwheat Noodles,31,39,39,0.20512820512820512
Organic Savory Spice Sweet Potato Fries,28,39,39,0.28205128205128205
Organic Lower Sodium French Lentil Soup,28,39,39,0.28205128205128205
Organic Oven Toasted Oats Old Fashioned,28,39,39,0.28205128205128205
Organic Icelandic Strawberry Yogurt,21,39,39,0.46153846153846156
Organic Brown Sugar,35,39,39,0.10256410256410256
Organic Licorice Root Herbal Tea,24,39,39,0.38461538461538464
Organic PB & J Chewy Granola Bars,35,39,39,0.10256410256410256
Organic Pure Concord Grape Juice,16,38,38,0.5789473684210527
Organic Sambazon Acai Juice,18,38,38,0.5263157894736842
All Natural Organic Green Lentils,31,38,38,0.18421052631578946
Wild Blueberry Almond Organic Trail Mix Bar,29,38,38,0.23684210526315788
Organic Puree Winter Squash,26,38,38,0.3157894736842105
Organic Cinnamon Rolls With Icing,21,38,38,0.4473684210526316
Organic Rice Jasmine Long Grain,28,38,38,0.2631578947368421
Organic Alfredo Risotto,38,38,38,0.0
Organic Mac And Trees Fun Shape Macaroni & Cheese,26,38,38,0.3157894736842105
Organic Cappuccino Protein Shake,23,38,38,0.39473684210526316
Organic Green Sauerkraut,28,38,38,0.2631578947368421
Organic Crunchy Street Taco Slaw Blend,27,38,38,0.2894736842105263
Organic Creamy Tomato & Bunny Pasta Soup,35,38,38,0.07894736842105263
Organic Creme Fraiche,25,38,38,0.34210526315789475
Organic Sliced Mozzarella,18,38,38,0.5263157894736842
Organic Whole Star Anise,37,38,38,0.02631578947368421
Organic Refried Beans,25,38,38,0.34210526315789475
"Edamame & Mung Bean, Organic, Fettuccine Shape",25,38,38,0.34210526315789475
Organic Berry Goodness Juice,15,38,38,0.6052631578947368
Old Fashioned Organic Smooth Peanut Butter,18,38,38,0.5263157894736842
Organic Amber Agave Nectar,35,38,38,0.07894736842105263
Organic Frozen Concentrate Lemonade,34,38,38,0.10526315789473684
"Dark Chocolate, Stone Ground, Organic, Toffee Almond & Sea Salt",24,38,38,0.3684210526315789
Organic Hunza Golden Raisins,28,38,38,0.2631578947368421
Organic Balance Vanilla Bean Protein Shake,26,38,38,0.3157894736842105
Organic Wise Punkin Level 2 Baby Food,21,38,38,0.4473684210526316
Organic Apricot Fruit Spread,38,38,38,0.0
Organic Green Garlic Dressing,31,38,38,0.18421052631578946
Organic Lemon Cayenne Hummus,24,38,38,0.3684210526315789
Organic Jasmine Green Tea,27,38,38,0.2894736842105263
Organic Mixed Berry Sipper Juice,28,38,38,0.2631578947368421
Organic Prunes,29,37,37,0.21621621621621623
Organic Pineapple Orange Banana Fruit Yogurt Smoothie,23,37,37,0.3783783783783784
Organic Classic Cottage Cheese,23,37,37,0.3783783783783784
Organic White Onion,34,37,37,0.08108108108108109
Organic White Rice Bowl,9,37,37,0.7567567567567568
Organic Loaded Baked Potato Soup,26,37,37,0.2972972972972973
Organic Sweet Tea,19,37,37,0.4864864864864865
Organic 2nd Foods Fruit Apple Blackberry Baby Food Organic Purees Fruit/Veg,14,37,37,0.6216216216216216
Roasted Organic Red Potatoes,30,37,37,0.1891891891891892
Organic Walnuts,25,37,37,0.32432432432432434
Organic Rosemary Diamante,24,37,37,0.35135135135135137
Hand Soap Organic Lavender,27,37,37,0.2702702702702703
"Stevia, Organic",23,37,37,0.3783783783783784
Organic Peanut Butter Chip Chewy Granola Bars,28,37,37,0.24324324324324326
Organic Tortilla Chips Blue Corn With Flax,11,37,37,0.7027027027027027
Heat & Eat Organic Long Grain Bowl Rice Bowl,23,37,37,0.3783783783783784
Go Walnuts! Organic Walnuts,31,37,37,0.16216216216216217
Organic Promise Sweet Potato Sunshine Cereal,26,37,37,0.2972972972972973
Organic Poultry Blend Herbs,31,37,37,0.16216216216216217
Organic Rainbow Chard,25,37,37,0.32432432432432434
Organic Brown Jasmine Rice,35,37,37,0.05405405405405406
Organic Lemon Agave Vinaigrette,32,37,37,0.13513513513513514
Organic Spicy Kung Pao Noodles,21,37,37,0.43243243243243246
Free Range Chicken Organic Soup,29,37,37,0.21621621621621623
Organic Fair Trade 73% Dark Chocolate Bar,20,37,37,0.4594594594594595
Organic Creamy Buckwheat Hot Cereal Gluten Free,30,37,37,0.1891891891891892
Organic Creamy Milk Chocolate,23,37,37,0.3783783783783784
Organic Refried Pinto Beans,28,36,36,0.2222222222222222
Organic Sweet Beets Juice,18,36,36,0.5
Organic Snapped Bean Medley,32,36,36,0.1111111111111111
Organic Wild Rice,32,36,36,0.1111111111111111
Fair Trade Organic French Roast Coffee,9,36,36,0.75
Organic Dried Shitake,34,36,36,0.05555555555555555
Organic Preserve Raspberry,28,36,36,0.2222222222222222
Organic Bourbon Vanilla Whey Protein,32,36,36,0.1111111111111111
Organic Miso Ginger Dressing,33,36,36,0.08333333333333333
Organic Pumpkin Chips,24,36,36,0.3333333333333333
Organic Raw Shredded Coconut,29,36,36,0.19444444444444445
Organic Ranch Salad Dressing,36,36,36,0.0
Organic Soymilk Original Value Size,15,36,36,0.5833333333333334
Organic Dark Rye Flour,29,36,36,0.19444444444444445
Organic Herbs De Provence,36,36,36,0.0
Organic Jalapeno Kettle Chips,20,36,36,0.4444444444444444
Organic Bunny Fruit Snacks Strawberry Fruit Snacks,32,36,36,0.1111111111111111
Organic Chia Cheeze,23,36,36,0.3611111111111111
Organic Sea Snax,14,36,36,0.6111111111111112
Organic Black Beans Low Sodium,25,36,36,0.3055555555555556
Organic Chili Sauce,29,36,36,0.19444444444444445
Organic Dark Chocolate Almond & Sea Salt Trail Mix Bar,21,36,36,0.4166666666666667
Sprinklez Confetti Fun Organic Toppings,36,36,36,0.0
Organic Peeled Butternut Squash,22,36,36,0.3888888888888889
Organic  Unsalted  Butter,24,36,36,0.3333333333333333
Organic Daikon Radish Sprouts,19,36,36,0.4722222222222222
Organic Maple Brown Sugar Granola,33,36,36,0.08333333333333333
Organic Black Sesame Seeds,36,36,36,0.0
Organic Light Blue Agave,26,36,36,0.2777777777777778
Organic Ginger with Chamomile Tea,26,36,36,0.2777777777777778
Organic Vanilla Oat Beverage,23,36,36,0.3611111111111111
Organic Brushing Rinse Peppermint,21,36,36,0.4166666666666667
Organic Boneless & Skinless Chicken Breast,21,36,36,0.4166666666666667
Organic Lightly Salted Butter,19,35,35,0.45714285714285713
Organic California Blend,30,35,35,0.14285714285714285
Thin Stackers Organic 5 Grain Puffed Grain Cakes,18,35,35,0.4857142857142857
Organic Whole Grain Black Beans & Rice Rice & Seasoning Mix,28,35,35,0.2
Organic Whole Fire Roasted Tomatoes,31,35,35,0.11428571428571428
Organic Peanut Butter Flavor Dog Cookies,30,35,35,0.14285714285714285
Organic Superfirm Vacuum Packed Tofu,23,35,35,0.34285714285714286
Organic Red Palm & Coconut Shortening,34,35,35,0.02857142857142857
Organic Cake Cones,23,35,35,0.34285714285714286
Organic Whole Milk Berry Patch Yogurt,19,35,35,0.45714285714285713
Organic Vegetable Alphabets Pasta,33,35,35,0.05714285714285714
Organic Coconut Original Unsweetened Non-Dairy Beverage,30,35,35,0.14285714285714285
Organic Maitake Frondosa Mushrooms,28,35,35,0.2
Organic Brown Sugar Banana With Chocolate Ice Cream,29,35,35,0.17142857142857143
Organic Stone Ground Tortillas,23,35,35,0.34285714285714286
Organic Dog Cookies Peanut Butter,25,35,35,0.2857142857142857
Organic Dried Sweetened Cranberries,22,35,35,0.37142857142857144
Organic Hearty Lentil Vegetable Soup,26,35,35,0.2571428571428571
Rustic Cut Organic Ruby Red Beets,29,35,35,0.17142857142857143
Organic Sparkling Grapefruit Juice,26,35,35,0.2571428571428571
Organic Portabello Mushroom Pasta Sauce,27,35,35,0.22857142857142856
Organic Cotton Panty Liners,33,35,35,0.05714285714285714
Organic Chicken Flavor Dog Cookies,16,35,35,0.5428571428571428
"Fruit Spread, Organic, Raspberry",27,35,35,0.22857142857142856
Organic Turkey Bone Stock,33,35,35,0.05714285714285714
Organic Blueberry Hemp Superfood Snack,20,35,35,0.42857142857142855
Organic Cake Mix Vanilla,31,35,35,0.11428571428571428
Organic Chamomile Lemon Tea,25,35,35,0.2857142857142857
Organic Baby Food Fruit Mashup Green Kale & Apples 7+ Months,15,34,34,0.5588235294117647
Organic Cocoa Cherry Bar,21,34,34,0.38235294117647056
Organic Mild Taco Seasoning Mix,27,34,34,0.20588235294117646
Organic Cotton Tampons Super Plus Absorbancy,31,34,34,0.08823529411764706
Organic Creamy Coconut,22,34,34,0.35294117647058826
Pizza Pesto with Organic Vegetables & Basil,27,34,34,0.20588235294117646
Organic Corn Chowder Soup,23,34,34,0.3235294117647059
Organic Pineapple Crushed,29,34,34,0.14705882352941177
Organic Multi-grain Baby Cereal,30,34,34,0.11764705882352941
Organic Unfrosted Granny's Apple Pie Toaster Pastries,26,34,34,0.23529411764705882
Organic Whole Grain Wild Porchini Mushroom Rice & Seasoning Mix,24,34,34,0.29411764705882354
Organic Mulling Spices,30,34,34,0.11764705882352941
Organic Calming Tea Bags 16 Count,23,34,34,0.3235294117647059
Organic Grade A Raw Whole Milk,10,34,34,0.7058823529411765
Organic Chocolate Creamy Cashewmilk,23,34,34,0.3235294117647059
Original Organic Green Superfood Energy Bar,17,34,34,0.5
Organic Nuts And Coffee Beverage,10,34,34,0.7058823529411765
Organic Inner Fillet Aloe Vera Juice,18,34,34,0.47058823529411764
Packaged Organic Apricots,30,34,34,0.11764705882352941
